IVVB11;ISHARES S&P 500 FDO INV COTAS FDO INDICE;19909600000000
BOVA11;ISHARES IBOVESPA FUNDO DE ÍNDICE;10406500000000
AALR3;CENTRO DE IMAGEM DIAGNOSTICOS S.A.;42771900000000
ABCB4;BCO ABC BRASIL S.A.;28195700000000
ABEV3;AMBEV S.A.;7526560000000
AERI3;AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S/A;12528700000000
AESB3;AES BRASIL ENERGIA S.A.;37663100000000
AESO3;AES BRASIL OPERAÇÕES SA ;194724000000
AFLT3;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;10338300000000
AGRO3;BRASILAGRO ? CIA BRAS DE PROP AGRICOLAS;7628530000000
AGXY3;AGROGALAXY PARTICIPA~ÇÕES S.A.;21240100000000
AHEB3;SAO PAULO TURISMO S.A.;62002900000000
AHEB5;SAO PAULO TURISMO S.A.;62002900000000
AHEB6;SAO PAULO TURISMO S.A.;62002900000000
ALLD3;ALLIED TECNOLOGIA S.A.;20247300000000
ALPA3;ALPARGATAS S.A.;61079100000000
ALPA4;ALPARGATAS S.A.;61079100000000
ALPK3;ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A;60537300000000
ALSO3;ALIANSCE SONAE SHOPPING CENTERS S.A.;5878400000000
ALUP11;ALUPAR INVESTIMENTO S/A;8364950000000
ALUP3;ALUPAR INVESTIMENTO S/A;8364950000000
ALUP4;ALUPAR INVESTIMENTO S/A;8364950000000
AMAR3;MARISA LOJAS S.A.;61189300000000
AMBP3;AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A;12648300000000
AMER3;AMERICANAS S.A;776574000000
ANIM3;ANIMA HOLDING S.A.;9288250000000
APER3;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;11721900000000
APTI3;SIDERURGICA J. L. ALIPERTI S.A.;61156900000000
APTI4;SIDERURGICA J. L. ALIPERTI S.A.;61156900000000
ARML3;ARMAC LOCAÇÃO. LOGISTICA E SERVIÇOS S.A.;242184000000
ARZZ3;AREZZO INDUSTRIA E COMERCIO S.A.;16590200000000
ASAI3;SENDAS DISTRIBUIDORA S.A.;6057220000000
ATMP3;ATMA PARTICIPAÇÕES S.A.;4032430000000
ATOM3;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;359742000000
AURA33;AURA MINERALS INC.;7857090000000
AURE3;AUREN ENERGIA S.A.;28594200000000
AVLL3;ALPHAVILLE S.A.;16811900000000
AZEV3;AZEVEDO E TRAVASSOS S.A.;61351500000000
AZEV4;AZEVEDO E TRAVASSOS S.A.;61351500000000
AZUL4;AZUL S.A.;9305990000000
B3SA3;B3 S.A. ? BRASIL, BOLSA, BALCÃO;9346600000000
BAHI3;BAHEMA EDUCAÇÃO S.A.;45987200000000
BALM3;BAUMER S.A.;61374200000000
BALM4;BAUMER S.A.;61374200000000
BAUH3;EXCELSIOR ALIMENTOS S.A.;95426900000000
BAUH4;EXCELSIOR ALIMENTOS S.A.;95426900000000
BAZA3;BCO AMAZONIA S.A.;4902980000000
BBAS3;BCO BRASIL S.A.;191
BBDC3;BCO BRADESCO S.A.;60746900000000
BBDC4;BCO BRADESCO S.A.;60746900000000
BBML3;BBM LOGISTICA S.A.;1107330000000
BBSE3;BB SEGURIDADE PARTICIPAÇÕES S.A.;17344600000000
BDLL3;BARDELLA S.A. INDUSTRIAS MECANICAS;60851600000000
BDLL4;BARDELLA S.A. INDUSTRIAS MECANICAS;60851600000000
BEEF3;MINERVA S.A.;67620400000000
BEES3;BANESTES S.A. ? BCO EST ESPIRITO SANTO;28127600000000
BEES4;BANESTES S.A. ? BCO EST ESPIRITO SANTO;28127600000000
BETP3B;BETAPART PARTICIPACOES S.A.;2762120000000
BGIP3;BCO ESTADO DE SERGIPE S.A. ? BANESE;13009700000000
BGIP4;BCO ESTADO DE SERGIPE S.A. ? BANESE;13009700000000
BIOM3;BIOMM S.A.;4752990000000
BLAU3;BLAU FARMACEUTICA S.A.;58430800000000
BMEB3;BCO MERCANTIL DO BRASIL S.A.;17184000000000
BMEB4;BCO MERCANTIL DO BRASIL S.A.;17184000000000
BMGB4;BANCO BMG S.A.;61186700000000
BMIN3;BCO MERCANTIL DE INVESTIMENTOS S.A.;34169600000000
BMIN4;BCO MERCANTIL DE INVESTIMENTOS S.A.;34169600000000
BMKS3;BICICLETAS MONARK S.A.;56992400000000
BMOB3;BEMOBI MOBILE TECH S.A.;9042820000000
BNBR3;BCO NORDESTE DO BRASIL S.A.;7237370000000
BOAS3;BOA VISTA SERVIÇOS S.A.;11725200000000
BOBR3;BOMBRIL S.A.;50564100000000
BOBR4;BOMBRIL S.A.;50564100000000
BPAC11;BCO BTG PACTUAL S.A.;30306300000000
BPAC3;BCO BTG PACTUAL S.A.;30306300000000
BPAC5;BCO BTG PACTUAL S.A.;30306300000000
BPAN12;BCO PAN S.A.;59285400000000
BPAN4;BCO PAN S.A.;59285400000000
BPAR3;BCO ESTADO DO PARA S.A.;4913710000000
BRAP3;BRADESPAR S.A.;3847460000000
BRAP4;BRADESPAR S.A.;3847460000000
BRBI11;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;10739400000000
BRFS3;BRF S.A.;1838720000000
BRGE11;CONSORCIO ALFA DE ADMINISTRACAO S.A.;17193800000000
BRGE12;CONSORCIO ALFA DE ADMINISTRACAO S.A.;17193800000000
BRGE3;CONSORCIO ALFA DE ADMINISTRACAO S.A.;17193800000000
BRGE5;CONSORCIO ALFA DE ADMINISTRACAO S.A.;17193800000000
BRGE6;CONSORCIO ALFA DE ADMINISTRACAO S.A.;17193800000000
BRGE7;CONSORCIO ALFA DE ADMINISTRACAO S.A.;17193800000000
BRGE8;CONSORCIO ALFA DE ADMINISTRACAO S.A.;17193800000000
BRIT3;BRISANET PARTICIPAÇÕES S.A.;19796600000000
BRIV3;BCO ALFA DE INVESTIMENTO S.A.;60770300000000
BRIV4;BCO ALFA DE INVESTIMENTO S.A.;60770300000000
BRKM3;BRASKEM S.A.;42150400000000
BRKM5;BRASKEM S.A.;42150400000000
BRKM6;BRASKEM S.A.;42150400000000
BRPR3;BR PROPERTIES S.A.;6977750000000
BRQB3;BRQ SOLUCOES EM INFORMATICA S.A.;36542000000000
BRSR3;BCO ESTADO DO RIO GRANDE DO SUL S.A.;92702100000000
BRSR5;BCO ESTADO DO RIO GRANDE DO SUL S.A.;92702100000000
BRSR6;BCO ESTADO DO RIO GRANDE DO SUL S.A.;92702100000000
BSLI3;BRB BCO DE BRASILIA S.A.;208000100
BSLI4;BRB BCO DE BRASILIA S.A.;208000100
CABI3B;CABINDA PARTICIPACOES S.A.;4030180000000
CALI3;CONSTRUTORA ADOLPHO LINDENBERG S.A.;61022000000000
CAMB3;CAMBUCI S.A.;61088900000000
CAML3;CAMIL ALIMENTOS S.A.;64904300000000
CASH3;MÉLIUZ S.A.;14110600000000
CASN3;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;82508400000000
